order_amount,product_category,discount_percentage,customer_order_count,customer_return_count,customer_return_rate,previous_refunds,delivery_days,product_rating,quantity,payment_method,customer_tenure_days,estimated_return_cost,is_returned
5328.68,Sports,45.9,41,0,0.0,0,2,4.5,3,COD,1050,482.03,0
3673.69,Beauty,34.6,50,3,0.06,2,7,2.6,1,Credit Card,979,529.32,1
1719.67,Fashion,52.0,49,4,0.082,3,9,3.8,3,UPI,276,282.34,1
2196.23,Beauty,15.3,7,2,0.286,0,1,4.1,5,Credit Card,1486,284.4,1
1428.82,Fashion,58.9,21,4,0.19,1,1,3.7,3,COD,395,307.62,1
5352.22,Fashion,10.9,17,0,0.0,0,5,2.6,5,COD,37,494.98,0
1540.28,Home,23.1,20,1,0.05,1,8,3.1,5,COD,209,246.43,1
2176.5,Beauty,41.4,1,1,1.0,1,8,4.6,1,UPI,1348,198.86,1
4522.52,Electronics,51.6,32,3,0.094,3,2,2.3,2,UPI,252,437.43,0
970.78,Electronics,18.6,40,5,0.125,3,4,4.4,5,UPI,1244,227.28,0
6291.98,Sports,66.4,32,5,0.156,3,6,3.4,1,UPI,680,645.06,1
531.46,Sports,49.4,20,5,0.25,3,9,3.1,2,Credit Card,808,119.7,0
6658.93,Home,15.2,10,5,0.5,1,7,2.2,2,Credit Card,262,557.39,1
1341.92,Fashion,50.8,6,0,0.0,0,4,2.1,4,Credit Card,310,134.83,1
1488.97,Sports,48.7,41,3,0.073,2,10,2.9,1,UPI,433,157.44,1
398.61,Beauty,52.7,33,1,0.03,0,7,4.2,4,Credit Card,984,156.47,0
1256.6,Home,64.1,10,2,0.2,1,9,4.1,3,Debit Card,1025,320.22,1
786.94,Fashion,49.8,25,4,0.16,2,5,3.1,5,Debit Card,338,224.08,0
1111.96,Electronics,24.6,24,2,0.083,2,3,4.6,5,UPI,183,181.96,1
1619.95,Fashion,55.3,31,3,0.097,1,1,2.9,5,UPI,814,171.29,1
3890.27,Fashion,48.7,29,3,0.103,3,5,4.0,1,Net Banking,1536,419.36,0
2134.7,Fashion,40.2,12,3,0.25,1,6,3.6,3,Credit Card,476,430.97,0
2312.63,Home,24.8,43,3,0.07,3,3,2.4,1,Credit Card,118,304.49,1
752.64,Electronics,64.5,37,2,0.054,2,8,2.4,5,COD,1874,219.68,1
893.72,Sports,35.9,42,2,0.048,2,8,2.6,4,UPI,1238,212.53,1
7623.42,Electronics,44.0,50,1,0.02,1,1,4.6,3,Debit Card,1006,822.05,0
1004.09,Home,29.1,9,5,0.556,0,2,3.0,5,Credit Card,1048,358.17,1
6801.96,Beauty,54.7,29,3,0.103,3,4,4.0,5,Debit Card,1074,407.74,1
1488.54,Home,23.9,3,3,1.0,2,2,2.8,4,COD,325,194.48,1
1811.35,Fashion,56.7,4,1,0.25,1,7,2.8,1,Credit Card,1396,423.81,1
4256.88,Home,7.6,21,1,0.048,1,7,2.0,5,UPI,1835,495.92,0
5001.6,Sports,49.6,6,2,0.333,0,1,3.1,4,COD,555,426.37,1
1654.66,Books,33.4,2,2,1.0,1,4,2.0,4,COD,178,307.04,1
1325.32,Beauty,48.9,37,2,0.054,2,1,3.6,2,Net Banking,1055,235.88,1
1728.94,Sports,37.2,20,3,0.15,2,5,2.7,1,Net Banking,1391,256.1,1
2369.34,Electronics,9.4,45,1,0.022,1,5,3.0,5,COD,1362,285.7,1
3688.75,Books,33.4,33,2,0.061,2,7,3.6,4,UPI,1360,530.9,1
1814.17,Books,67.5,14,0,0.0,0,2,4.2,1,Debit Card,1734,305.82,1
2966.41,Home,52.8,20,9,0.45,2,4,2.7,4,UPI,176,552.23,0
6705.53,Sports,21.0,43,4,0.093,3,1,3.9,3,Credit Card,1475,554.4,0
2452.95,Home,66.1,2,2,1.0,1,3,3.9,4,Debit Card,941,441.4,1
2320.0,Fashion,54.5,47,0,0.0,0,7,3.4,5,UPI,1069,369.61,1
536.4,Sports,25.5,7,4,0.571,0,7,3.6,3,Credit Card,102,326.76,0
220.39,Home,42.3,37,0,0.0,0,4,4.5,1,Credit Card,1449,224.65,0
2466.86,Home,29.9,12,3,0.25,2,8,3.6,2,Credit Card,159,323.83,1
1675.96,Beauty,6.8,49,1,0.02,1,1,3.1,3,Credit Card,1838,361.64,0
1197.72,Sports,56.4,16,4,0.25,2,4,3.6,1,UPI,736,286.6,1
2196.95,Beauty,13.4,17,4,0.235,0,1,2.0,1,Credit Card,1625,337.51,1
1722.75,Fashion,32.1,31,2,0.065,2,6,2.1,4,Net Banking,1649,357.98,0
4456.97,Home,49.2,7,2,0.286,1,4,3.3,4,UPI,267,382.41,1
1936.99,Books,65.3,26,4,0.154,0,10,3.8,5,Net Banking,1961,196.73,1
994.72,Home,4.4,1,1,1.0,0,1,2.6,5,UPI,1603,348.39,1
3992.34,Books,27.5,2,0,0.0,0,5,2.5,5,UPI,408,301.18,1
1519.74,Sports,43.0,31,3,0.097,3,5,4.8,5,UPI,73,332.21,1
2755.16,Beauty,54.6,20,6,0.3,1,3,2.1,1,Credit Card,1570,308.44,1
1234.07,Fashion,64.5,37,7,0.189,2,7,2.4,2,UPI,1164,382.06,1
1075.07,Fashion,0.0,33,3,0.091,3,9,2.9,4,Net Banking,607,396.81,1
1933.98,Beauty,43.9,13,4,0.308,3,8,2.9,5,COD,1111,190.08,1
1826.69,Fashion,0.5,1,1,1.0,0,7,4.6,5,Net Banking,1264,282.38,1
2654.1,Sports,55.1,33,1,0.03,0,8,4.3,1,Debit Card,1884,461.32,0
1458.38,Sports,10.5,3,3,1.0,1,7,3.1,4,Credit Card,1200,228.09,1
416.09,Fashion,62.6,37,1,0.027,1,8,4.2,3,COD,1844,336.83,1
1278.93,Beauty,10.9,19,4,0.211,2,9,4.9,2,Debit Card,265,237.39,0
3412.0,Home,53.5,44,3,0.068,2,2,4.6,2,UPI,907,446.97,1
1425.25,Fashion,20.3,40,3,0.075,0,4,3.7,1,UPI,1769,193.35,0
1484.59,Fashion,39.0,32,2,0.062,2,10,4.0,1,Net Banking,1325,143.51,1
3980.26,Books,42.6,5,5,1.0,3,10,2.7,1,Credit Card,1944,250.05,1
1022.92,Fashion,14.5,47,3,0.064,0,7,2.7,2,Debit Card,387,281.32,0
526.24,Fashion,20.9,43,0,0.0,0,8,2.8,5,Credit Card,30,330.87,0
1590.01,Fashion,7.5,47,1,0.021,1,6,2.2,3,Net Banking,1881,293.61,1
1227.41,Fashion,0.4,37,4,0.108,2,3,3.4,3,Debit Card,1580,204.47,1
834.64,Home,16.8,6,5,0.833,2,3,2.9,3,Debit Card,599,338.66,1
1571.36,Electronics,36.1,36,3,0.083,3,1,3.8,3,Debit Card,101,168.62,0
2679.02,Sports,50.0,37,3,0.081,2,10,4.1,2,UPI,746,339.86,0
1794.66,Fashion,55.5,13,2,0.154,1,6,3.5,3,UPI,1318,307.59,1
2311.34,Home,4.9,12,1,0.083,1,3,2.1,5,Credit Card,1698,263.59,0
7713.49,Electronics,19.1,6,4,0.667,0,3,3.8,1,COD,1675,628.78,1
1374.3,Books,53.9,30,1,0.033,1,9,2.9,2,Debit Card,1116,241.6,1
2259.0,Home,33.7,37,3,0.081,0,4,2.4,2,COD,859,411.59,0
1203.07,Sports,12.8,28,5,0.179,3,5,2.7,1,Debit Card,1904,261.05,0
918.66,Sports,27.5,10,0,0.0,0,3,3.0,3,COD,977,316.72,0
1132.38,Beauty,18.9,28,1,0.036,0,8,3.4,1,UPI,1141,373.57,0
1232.74,Sports,3.5,6,5,0.833,3,7,3.8,5,Credit Card,912,262.71,1
2410.48,Electronics,53.5,9,3,0.333,3,5,2.4,3,UPI,1134,351.84,1
11840.26,Beauty,20.4,24,2,0.083,2,9,4.2,5,Debit Card,193,585.73,1
1019.6,Fashion,66.2,18,3,0.167,1,6,2.6,2,COD,1208,193.66,1
1295.56,Sports,62.2,4,3,0.75,2,2,2.4,2,COD,1864,207.3,1
1719.01,Books,50.1,45,2,0.044,0,5,3.0,5,COD,1675,415.25,0
2481.55,Books,22.9,23,3,0.13,3,1,2.5,5,COD,624,413.08,0
2232.42,Electronics,19.6,27,5,0.185,1,3,4.8,2,Debit Card,1595,354.1,1
5050.67,Fashion,33.3,4,2,0.5,1,1,2.6,3,UPI,206,504.94,1
259.53,Fashion,24.8,13,7,0.538,5,9,4.5,4,Net Banking,1695,256.68,1
267.86,Electronics,63.1,11,2,0.182,0,10,3.5,5,Debit Card,1068,131.05,1
1215.97,Electronics,8.6,11,3,0.273,1,10,4.8,4,UPI,1348,320.01,1
4349.6,Fashion,50.7,19,4,0.211,2,5,4.5,5,Credit Card,1145,509.51,0
516.71,Books,42.8,33,2,0.061,0,2,4.4,4,Credit Card,1729,285.49,1
200.0,Home,56.4,14,4,0.286,1,3,4.0,3,COD,177,261.51,0
2855.33,Home,38.0,13,5,0.385,3,4,4.0,5,UPI,525,300.83,1
2197.17,Home,44.1,7,4,0.571,2,6,4.9,3,Credit Card,1181,265.16,1
755.84,Beauty,67.4,33,6,0.182,3,4,3.7,5,Credit Card,432,173.26,1
821.86,Books,6.4,32,5,0.156,2,7,4.8,5,Credit Card,1705,293.19,1
832.31,Home,7.3,45,0,0.0,0,5,2.7,5,Debit Card,123,352.94,0
1975.21,Electronics,27.6,37,2,0.054,2,9,2.7,1,COD,1235,187.42,1
1095.48,Home,33.1,8,4,0.5,3,5,4.7,3,Net Banking,782,180.36,1
2684.5,Books,14.0,46,1,0.022,1,5,4.9,2,UPI,984,348.07,1
200.0,Fashion,5.8,34,4,0.118,3,10,3.2,2,UPI,1333,220.45,1
910.98,Home,1.6,19,3,0.158,3,7,5.0,1,Credit Card,1701,125.17,0
734.48,Electronics,53.5,36,1,0.028,1,5,3.4,3,UPI,85,239.08,0
1472.81,Electronics,34.0,34,3,0.088,2,6,4.1,3,UPI,785,202.05,1
1175.63,Books,59.0,36,4,0.111,2,1,3.4,3,UPI,1145,245.63,1
3423.01,Fashion,25.3,6,4,0.667,2,7,4.3,1,UPI,585,498.92,1
408.52,Fashion,49.2,50,3,0.06,0,7,4.3,2,Debit Card,563,144.85,1
1875.05,Fashion,34.2,1,1,1.0,1,8,2.5,1,UPI,1975,427.96,1
2826.15,Books,42.8,45,1,0.022,1,8,3.3,5,Credit Card,179,349.71,1
7984.98,Electronics,25.9,30,1,0.033,1,4,3.8,2,Debit Card,452,795.54,0
1229.78,Sports,5.7,15,0,0.0,0,2,2.9,3,Debit Card,277,421.95,0
2343.89,Fashion,66.3,9,3,0.333,3,7,4.4,5,Net Banking,1574,292.5,1
427.05,Sports,58.5,29,4,0.138,1,7,2.6,1,Debit Card,910,269.16,1
266.78,Books,21.8,2,2,1.0,1,9,4.5,4,UPI,776,305.48,1
3553.97,Fashion,67.1,30,2,0.067,2,3,4.3,4,UPI,1794,286.09,1
1800.02,Electronics,21.0,46,0,0.0,0,2,3.5,5,UPI,1944,284.37,0
4641.58,Electronics,31.0,4,3,0.75,1,6,5.0,5,Credit Card,567,514.4,1
602.61,Sports,52.9,19,0,0.0,0,4,3.4,2,UPI,125,257.4,0
2740.57,Electronics,21.6,20,3,0.15,0,7,4.1,1,COD,173,271.43,0
8063.11,Fashion,22.7,5,3,0.6,2,10,2.8,3,Credit Card,357,448.13,1
2529.47,Fashion,28.7,9,4,0.444,1,7,4.5,1,Net Banking,602,410.13,0
2255.81,Fashion,32.8,20,1,0.05,1,8,2.2,4,UPI,849,291.35,1
1820.46,Electronics,8.7,49,3,0.061,0,1,2.6,2,COD,973,270.38,0
514.55,Sports,1.2,16,6,0.375,2,2,3.1,4,Credit Card,1606,181.62,1
5347.9,Sports,64.3,49,1,0.02,0,2,3.4,5,Debit Card,1958,472.93,1
1109.11,Fashion,24.7,20,2,0.1,2,5,3.3,1,UPI,1772,184.31,1
2706.97,Home,7.1,20,4,0.2,4,10,3.2,4,UPI,1205,476.56,1
517.79,Beauty,53.1,26,3,0.115,0,9,3.4,4,COD,1192,278.78,1
703.76,Beauty,20.7,39,2,0.051,1,5,3.9,1,Net Banking,1017,254.48,1
5699.14,Home,12.7,33,2,0.061,2,8,3.7,2,Credit Card,1741,428.81,0
1369.44,Home,67.4,12,3,0.25,3,8,4.9,5,Net Banking,1975,288.03,1
5782.67,Beauty,64.4,21,3,0.143,2,9,4.9,5,Debit Card,1894,393.49,1
1698.36,Beauty,7.4,23,4,0.174,2,1,5.0,4,Credit Card,501,213.48,0
414.26,Fashion,62.9,20,2,0.1,1,1,3.8,4,Credit Card,1685,313.67,1
3691.01,Fashion,62.4,23,1,0.043,1,7,2.5,3,UPI,298,552.08,1
1127.87,Fashion,44.4,49,3,0.061,2,7,5.0,5,Credit Card,1277,280.01,0
3161.97,Home,37.1,47,1,0.021,1,10,5.0,1,UPI,501,346.2,1
1844.88,Fashion,15.2,6,4,0.667,3,2,3.1,3,COD,1593,293.56,0
526.11,Home,8.5,45,4,0.089,0,10,3.3,1,UPI,1523,199.46,1
2062.01,Fashion,42.4,12,3,0.25,1,1,4.5,2,COD,1185,309.89,0
10477.43,Sports,57.5,35,3,0.086,3,2,3.6,1,Debit Card,929,539.02,1
2682.19,Electronics,48.2,8,3,0.375,1,4,2.1,1,UPI,1431,392.53,0
1726.73,Home,12.7,27,3,0.111,2,6,3.2,3,UPI,1048,173.57,1
4273.87,Home,20.3,16,5,0.312,3,3,3.4,5,Credit Card,944,617.84,1
2139.94,Fashion,38.2,47,4,0.085,4,10,3.4,4,COD,1777,480.88,1
2138.0,Fashion,43.7,32,0,0.0,0,4,2.0,4,UPI,1166,340.02,1
754.99,Sports,5.1,29,3,0.103,1,6,3.2,4,UPI,733,257.77,1
2180.0,Fashion,43.0,7,3,0.429,3,4,5.0,5,Debit Card,331,244.87,1
4139.6,Books,51.5,16,3,0.188,2,6,3.2,5,Debit Card,1112,294.24,0
926.26,Books,12.7,29,5,0.172,2,5,3.9,2,UPI,1154,319.23,1
5651.05,Beauty,17.2,25,4,0.16,0,2,2.1,2,Debit Card,182,460.32,1
1680.14,Sports,18.1,43,4,0.093,3,3,2.6,2,UPI,1242,339.77,0
888.72,Home,65.8,36,3,0.083,3,7,2.5,3,Net Banking,1589,302.38,1
4016.26,Home,28.5,48,1,0.021,1,1,3.9,2,Credit Card,1825,564.01,0
1437.36,Books,37.1,4,2,0.5,2,4,4.4,5,Debit Card,1654,369.34,1
3319.64,Fashion,50.7,27,2,0.074,2,8,3.0,1,Net Banking,717,308.49,0
1431.66,Electronics,26.0,23,7,0.304,0,9,3.9,1,UPI,1741,262.41,1
1723.55,Fashion,7.4,23,3,0.13,2,5,2.9,3,Net Banking,864,340.76,0
2683.42,Home,45.8,30,2,0.067,2,2,2.3,5,COD,1406,254.49,1
2281.79,Electronics,46.7,43,4,0.093,1,10,2.6,3,COD,1562,225.12,1
366.34,Books,18.2,24,5,0.208,5,3,3.9,5,Credit Card,1315,172.37,1
737.31,Fashion,2.5,48,3,0.062,1,6,2.2,2,Credit Card,1790,293.12,1
3802.93,Sports,46.6,16,3,0.188,3,5,4.4,3,Net Banking,635,525.11,1
1626.67,Fashion,49.2,7,4,0.571,3,3,2.3,2,COD,994,197.67,1
1189.17,Fashion,1.8,23,5,0.217,2,2,2.2,2,Credit Card,989,184.47,1
609.81,Electronics,48.5,38,4,0.105,4,1,4.0,2,Credit Card,895,369.68,1
762.2,Fashion,65.7,31,3,0.097,0,3,2.2,4,UPI,1486,334.95,0
358.73,Home,12.5,42,1,0.024,1,6,4.8,3,UPI,849,321.26,1
1667.32,Books,36.5,19,3,0.158,2,7,4.2,2,COD,399,299.29,1
1120.19,Fashion,48.8,47,2,0.043,2,4,3.8,2,UPI,261,260.52,1
834.41,Beauty,16.1,4,0,0.0,0,1,3.9,2,Credit Card,573,177.03,1
1712.14,Fashion,52.6,6,2,0.333,1,8,4.3,2,Credit Card,668,282.87,0
2419.16,Electronics,60.8,19,1,0.053,1,4,3.4,5,UPI,1506,228.75,1
9648.51,Home,57.0,27,5,0.185,0,5,3.2,1,Net Banking,1029,814.78,0
539.42,Electronics,18.1,29,3,0.103,1,5,4.0,4,UPI,1396,276.43,1
4571.08,Books,56.3,12,2,0.167,1,7,2.3,5,Debit Card,537,310.63,1
3938.21,Sports,28.9,38,5,0.132,0,4,2.4,4,COD,995,284.04,1
969.45,Fashion,18.7,13,0,0.0,0,1,3.3,3,Credit Card,419,141.15,0
2127.26,Beauty,11.8,28,4,0.143,1,9,3.9,3,COD,1592,318.71,1
1253.75,Electronics,63.6,5,3,0.6,1,1,4.7,1,COD,601,314.91,0
2097.6,Beauty,29.9,46,2,0.043,2,3,2.1,2,UPI,1022,438.64,0
6046.92,Sports,60.6,46,3,0.065,1,7,2.1,2,Credit Card,1110,291.25,1
2935.07,Sports,11.2,17,4,0.235,2,1,4.2,5,COD,755,332.81,1
2715.92,Fashion,53.7,27,4,0.148,2,3,4.7,5,UPI,1787,475.84,1
1281.46,Fashion,7.7,26,3,0.115,3,1,2.4,5,Credit Card,633,323.57,1
551.56,Home,1.2,4,3,0.75,3,1,2.0,1,COD,687,152.39,1
1530.31,Books,69.7,8,2,0.25,2,3,5.0,5,UPI,639,354.59,1
4747.09,Books,5.1,26,3,0.115,2,3,4.7,1,COD,267,442.75,0
532.86,Fashion,32.3,33,3,0.091,1,10,2.8,5,Credit Card,287,216.04,1
777.38,Sports,61.5,12,5,0.417,3,4,4.2,5,Net Banking,297,278.81,1
2000.22,Books,57.4,13,1,0.077,1,3,4.0,5,UPI,327,276.73,0
822.44,Fashion,33.0,21,2,0.095,2,2,2.7,3,Net Banking,1899,131.62,1
959.09,Sports,42.8,37,3,0.081,0,7,4.7,1,Credit Card,1488,219.05,0
1288.35,Fashion,44.1,25,5,0.2,3,6,3.7,4,Debit Card,86,250.98,1
606.38,Fashion,7.7,39,3,0.077,1,6,2.8,2,UPI,869,320.95,1
829.4,Electronics,19.9,3,1,0.333,1,4,3.1,5,COD,134,329.28,1
3173.98,Home,21.1,19,4,0.211,1,3,2.1,2,UPI,248,457.67,1
635.3,Sports,26.5,7,2,0.286,1,4,2.1,2,COD,1952,214.48,0
503.56,Home,19.2,17,1,0.059,1,10,3.8,5,UPI,640,186.0,1
1092.23,Electronics,17.6,13,2,0.154,2,2,2.3,5,Net Banking,1936,358.16,1
3247.25,Fashion,24.8,24,1,0.042,1,8,2.7,2,UPI,333,238.14,1
1544.51,Home,26.5,45,2,0.044,1,1,2.5,1,Net Banking,664,369.23,0
1246.8,Home,34.1,8,7,0.875,2,9,3.4,1,UPI,927,321.79,1
1873.36,Home,12.1,8,4,0.5,2,7,3.3,2,UPI,992,327.14,1
447.39,Electronics,55.2,45,3,0.067,0,3,2.7,3,Debit Card,1171,164.84,1
2685.88,Sports,60.2,2,2,1.0,0,5,2.9,2,UPI,670,281.52,1
2457.13,Books,17.4,30,3,0.1,3,1,4.8,2,UPI,703,339.42,0
1303.17,Home,8.6,3,1,0.333,0,9,3.0,3,UPI,1101,377.46,0
4042.99,Beauty,50.6,45,5,0.111,0,3,4.3,1,Credit Card,1213,437.96,1
733.63,Books,64.7,26,3,0.115,2,2,4.3,1,UPI,881,159.11,1
4457.43,Beauty,2.5,17,2,0.118,2,2,2.4,5,Net Banking,1726,362.33,1
2045.9,Beauty,1.0,38,2,0.053,2,10,3.6,4,Debit Card,178,397.41,0
1381.27,Beauty,12.8,3,0,0.0,0,2,3.2,2,UPI,351,216.97,1
1779.52,Fashion,47.9,33,2,0.061,0,1,4.4,2,Net Banking,816,284.41,1
1659.36,Home,67.5,30,1,0.033,1,6,4.1,3,Credit Card,433,282.43,1
4799.3,Sports,52.5,15,6,0.4,3,8,4.4,4,Net Banking,295,511.08,1
764.07,Fashion,40.1,8,1,0.125,1,8,2.7,4,UPI,1012,268.54,1
982.39,Books,49.0,30,3,0.1,3,9,4.9,4,Credit Card,213,211.72,0
4142.45,Home,16.1,23,7,0.304,3,8,3.2,2,UPI,992,306.13,1
1122.79,Fashion,48.2,12,4,0.333,1,9,2.9,4,Credit Card,91,249.53,1
3716.09,Home,22.5,39,1,0.026,1,6,3.9,5,UPI,524,379.35,0
7041.3,Fashion,15.6,48,2,0.042,2,9,3.7,5,Debit Card,1331,552.94,1
1311.02,Sports,16.6,8,6,0.75,2,9,2.6,2,UPI,1600,244.76,1
3118.45,Home,46.7,9,3,0.333,2,2,4.6,1,UPI,1698,432.3,1
718.41,Books,53.7,8,4,0.5,2,9,3.1,1,COD,1212,195.28,1
3306.97,Home,40.7,38,3,0.079,2,7,4.9,4,COD,368,388.04,1
2120.78,Beauty,4.5,33,2,0.061,0,1,4.3,2,UPI,1317,313.84,1
2639.73,Books,2.7,48,1,0.021,1,4,3.2,5,Debit Card,1515,267.12,0
1078.73,Electronics,15.2,33,3,0.091,2,10,3.3,5,Net Banking,1188,226.2,1
478.73,Beauty,20.1,45,2,0.044,1,10,2.9,5,Net Banking,283,273.82,0
2704.31,Electronics,28.3,11,3,0.273,1,10,2.3,5,Credit Card,336,446.54,1
346.98,Sports,5.3,23,3,0.13,1,10,2.7,4,UPI,958,296.58,0
1402.65,Home,50.8,43,1,0.023,1,10,3.2,4,Debit Card,1150,299.19,1
3838.92,Books,49.8,43,3,0.07,3,6,2.3,5,Net Banking,885,300.0,1
2108.05,Sports,24.3,25,4,0.16,2,5,3.8,2,UPI,54,440.49,1
8592.75,Electronics,39.4,15,2,0.133,0,6,4.4,1,Debit Card,1268,729.95,0
4105.52,Electronics,7.1,10,4,0.4,3,10,2.2,2,Credit Card,1700,237.14,1
1071.57,Home,29.1,20,4,0.2,1,4,4.2,2,Debit Card,1169,263.61,1
1847.98,Home,60.0,16,2,0.125,1,9,4.5,1,COD,1112,392.8,1
1740.81,Electronics,46.2,35,4,0.114,2,2,4.8,2,UPI,956,176.33,0
509.92,Electronics,7.3,34,4,0.118,1,7,2.8,5,UPI,1182,146.37,1
852.08,Home,59.3,21,1,0.048,1,9,3.8,1,Credit Card,708,163.32,1
1154.46,Electronics,47.6,46,2,0.043,2,2,3.6,3,Debit Card,1271,219.78,0
354.61,Books,31.7,47,1,0.021,1,3,4.2,3,UPI,609,257.3,1
1878.06,Sports,48.4,40,2,0.05,0,9,2.6,2,COD,1748,289.63,1
1481.4,Sports,12.1,1,1,1.0,1,5,3.1,5,UPI,1854,301.62,1
474.23,Electronics,38.5,25,1,0.04,1,1,3.7,2,UPI,420,222.28,1
2498.31,Electronics,43.3,46,2,0.043,2,8,3.0,3,Net Banking,1221,226.73,0
3205.74,Home,64.9,14,4,0.286,2,6,3.8,3,Credit Card,1047,436.86,1
2168.15,Books,4.7,19,1,0.053,1,2,2.2,5,Debit Card,37,240.33,0
1395.13,Fashion,26.2,8,0,0.0,0,4,4.5,1,UPI,364,263.09,1
2902.0,Fashion,65.6,41,2,0.049,1,1,4.1,4,Debit Card,1845,327.04,0
3115.6,Electronics,15.2,15,1,0.067,1,9,3.5,5,UPI,977,330.03,1
2312.13,Beauty,56.9,44,6,0.136,1,3,3.3,2,Credit Card,342,326.76,1
934.78,Beauty,0.1,18,5,0.278,1,8,5.0,1,Net Banking,1665,280.32,0
2255.85,Electronics,1.8,1,1,1.0,1,10,3.8,2,COD,262,208.24,1
4705.02,Home,22.9,47,1,0.021,1,4,3.4,3,Net Banking,922,376.09,0
1121.81,Beauty,53.8,33,2,0.061,2,6,3.3,2,Debit Card,94,219.87,1
9685.17,Home,7.3,1,1,1.0,1,2,2.4,1,Debit Card,517,668.01,1
1187.37,Beauty,26.8,34,2,0.059,2,9,3.8,3,COD,1184,315.0,1
1855.53,Sports,9.2,4,3,0.75,1,2,4.3,4,UPI,1186,392.13,0
1055.76,Beauty,15.7,17,2,0.118,1,2,2.9,1,UPI,1649,344.66,0
2161.63,Home,35.2,2,2,1.0,2,1,4.2,3,Debit Card,1766,218.78,1
448.64,Sports,22.3,39,4,0.103,1,5,5.0,1,UPI,806,341.22,1
1168.14,Books,14.8,10,2,0.2,2,6,2.9,1,Debit Card,376,283.58,1
754.69,Fashion,27.5,42,3,0.071,3,4,2.3,5,UPI,629,278.33,1
2014.79,Electronics,49.1,45,0,0.0,0,8,2.6,2,UPI,389,319.42,0
4006.04,Sports,8.4,37,4,0.108,1,3,2.5,3,UPI,988,453.27,1
3031.48,Fashion,33.6,26,4,0.154,3,7,3.0,2,UPI,931,384.49,1
271.15,Books,19.2,27,2,0.074,1,6,4.1,2,Credit Card,731,318.65,1
9261.82,Electronics,26.5,39,2,0.051,2,8,2.0,3,COD,59,502.28,0
2289.81,Books,57.5,25,2,0.08,2,5,4.7,5,Credit Card,746,366.25,1
971.46,Home,65.1,29,0,0.0,0,4,4.7,2,UPI,1209,349.69,0
2050.22,Sports,17.0,46,2,0.043,1,2,3.2,2,Net Banking,1991,460.18,0
2081.72,Fashion,44.1,18,1,0.056,0,3,3.6,5,Credit Card,1072,363.8,1
1060.53,Books,47.4,22,1,0.045,1,9,2.4,3,Credit Card,720,235.53,0
2118.22,Fashion,59.0,26,4,0.154,1,2,2.3,2,Credit Card,888,280.22,0
1112.12,Fashion,62.9,26,3,0.115,1,9,2.1,4,COD,132,303.37,1
1308.33,Electronics,32.8,21,2,0.095,2,3,4.6,3,UPI,433,254.94,1
1044.17,Books,68.8,21,2,0.095,1,8,4.8,3,UPI,1237,242.31,1
574.71,Home,68.0,42,5,0.119,0,8,4.5,4,UPI,156,358.56,0
2031.78,Beauty,35.5,8,1,0.125,1,4,4.7,4,UPI,1163,255.5,1
2887.77,Beauty,37.9,2,2,1.0,1,6,4.1,1,Credit Card,740,279.86,1
2729.59,Books,46.7,46,4,0.087,0,1,4.4,4,UPI,1294,256.38,1
3484.01,Beauty,26.2,34,4,0.118,4,7,3.5,2,COD,1790,501.42,1
2343.67,Home,46.3,12,3,0.25,0,4,2.5,1,UPI,892,269.54,0
1180.65,Beauty,36.0,49,2,0.041,2,4,2.2,3,COD,1065,374.19,1
3539.47,Sports,2.5,18,2,0.111,1,2,5.0,3,UPI,822,337.59,1
610.32,Electronics,59.7,17,2,0.118,1,5,3.7,1,Credit Card,644,228.2,1
879.6,Electronics,65.8,15,4,0.267,2,5,2.5,5,Credit Card,723,257.02,1
836.01,Electronics,1.8,3,3,1.0,2,5,2.7,3,UPI,1524,232.7,1
4290.01,Fashion,55.2,21,7,0.333,1,4,3.2,5,Credit Card,231,252.98,1
3843.85,Home,27.0,19,4,0.211,2,1,2.7,4,Credit Card,108,526.47,1
2670.03,Home,41.0,32,4,0.125,2,1,3.3,3,UPI,1496,414.52,1
4262.21,Books,35.0,11,3,0.273,2,10,4.9,1,Credit Card,240,506.98,1
894.78,Fashion,38.6,18,2,0.111,2,2,2.3,4,UPI,1617,280.77,1
2389.59,Sports,34.7,29,2,0.069,0,6,3.5,5,UPI,471,310.27,0
1635.76,Home,59.7,3,3,1.0,1,9,2.4,2,Credit Card,1238,192.26,1
3559.96,Fashion,47.8,50,5,0.1,1,2,2.5,1,Net Banking,650,387.18,0
1648.83,Home,28.9,4,4,1.0,0,4,2.3,2,Net Banking,938,188.87,1
1328.82,Books,48.2,28,2,0.071,0,6,2.9,1,UPI,1093,379.82,1
2787.02,Electronics,67.6,9,4,0.444,2,4,3.6,4,UPI,1648,471.65,1
3644.36,Home,5.6,38,4,0.105,3,1,4.5,4,Net Banking,1064,460.69,0
1059.26,Electronics,27.2,7,2,0.286,0,10,2.8,5,Credit Card,1041,234.37,1
1721.82,Fashion,60.9,1,1,1.0,1,8,4.5,4,Net Banking,1124,330.35,1
775.3,Home,51.7,35,3,0.086,2,6,2.3,3,Net Banking,703,379.28,1
245.07,Sports,65.4,47,3,0.064,1,4,3.1,3,UPI,992,216.39,1
2122.54,Beauty,2.8,34,3,0.088,1,3,2.5,2,Debit Card,1180,391.69,0
2942.82,Home,60.4,9,1,0.111,0,10,2.9,5,Credit Card,1051,423.62,1
